2019-04-13T19:47:36Z,1.09,1.55
2019-04-13T19:47:37Z,0.95,1.49
2019-04-13T19:47:38Z,1.19,1.46
2019-04-13T19:47:39Z,1.12,1.43
2019-04-13T19:47:40Z,1.12,1.40
2019-04-13T19:47:41Z,0.97,1.35
2019-04-13T19:47:42Z,1.07,1.32
2019-04-13T19:47:43Z,1.01,1.29
2019-04-13T19:47:44Z,1.09,1.27
2019-04-13T19:47:45Z,1.08,1.25
2019-04-13T19:47:46Z,1.08,1.24
2019-04-13T19:47:47Z,1.09,1.22
2019-04-13T19:47:48Z,1.16,1.22
2019-04-13T19:47:49Z,0.93,1.19
2019-04-13T19:47:50Z,1.12,1.18
2019-04-13T19:47:51Z,1.14,1.18
2019-04-13T19:47:52Z,1.16,1.17
2019-04-13T19:47:53Z,1.14,1.17
2019-04-13T19:47:54Z,1.08,1.16
2019-04-13T19:47:55Z,1.01,1.15
2019-04-13T19:47:56Z,0.88,1.12
2019-04-13T19:47:57Z,1.16,1.12
2019-04-13T19:47:58Z,1.04,1.12
2019-04-13T19:47:59Z,1.12,1.12
2019-04-13T19:48:00Z,1.09,1.11
2019-04-13T19:48:01Z,1.12,1.11
2019-04-13T19:48:02Z,1.00,1.10
2019-04-13T19:48:03Z,1.12,1.11
2019-04-13T19:48:04Z,1.14,1.11
2019-04-13T19:48:05Z,1.02,1.10
2019-04-13T19:48:06Z,1.09,1.10
2019-04-13T19:48:07Z,1.00,1.09
2019-04-13T19:48:08Z,1.04,1.08
2019-04-13T19:48:09Z,1.04,1.08
2019-04-13T19:48:10Z,1.01,1.07
2019-04-13T19:48:11Z,0.94,1.06
2019-04-13T19:48:12Z,0.86,1.04
2019-04-13T19:48:13Z,1.17,1.05
2019-04-13T19:48:14Z,1.07,1.05
2019-04-13T19:48:15Z,0.94,1.04
2019-04-13T19:48:16Z,1.12,1.05
2019-04-13T19:48:17Z,1.08,1.05
2019-04-13T19:48:18Z,0.93,1.04
2019-04-13T19:48:19Z,0.91,1.03
2019-04-13T19:48:20Z,1.07,1.03
2019-04-13T19:48:21Z,1.14,1.04
2019-04-13T19:48:22Z,0.96,1.03
2019-04-13T19:48:23Z,1.12,1.04
2019-04-13T19:48:24Z,1.09,1.05
2019-04-13T19:48:25Z,1.07,1.05
2019-04-13T19:48:26Z,1.14,1.06
2019-04-13T19:48:27Z,1.12,1.07
2019-04-13T19:48:28Z,1.02,1.06
2019-04-13T19:48:29Z,1.12,1.07
2019-04-13T19:48:30Z,1.08,1.07
2019-04-13T19:48:31Z,1.08,1.07
2019-04-13T19:48:32Z,1.08,1.07
2019-04-13T19:48:33Z,1.12,1.08
2019-04-13T19:48:34Z,1.12,1.08
2019-04-13T19:48:35Z,1.12,1.09
2019-04-13T19:48:36Z,1.08,1.08
2019-04-13T19:48:37Z,1.08,1.08
2019-04-13T19:48:38Z,1.11,1.09
2019-04-13T19:48:39Z,1.11,1.09
2019-04-13T19:48:40Z,1.17,1.10
2019-04-13T19:48:41Z,1.08,1.10
2019-04-13T19:48:42Z,1.14,1.10
2019-04-13T19:48:43Z,1.12,1.10
2019-04-13T19:48:44Z,1.07,1.10
2019-04-13T19:48:45Z,1.12,1.10
2019-04-13T19:48:46Z,1.12,1.10
2019-04-13T19:48:47Z,1.16,1.11
2019-04-13T19:48:48Z,1.05,1.10
2019-04-13T19:48:49Z,1.08,1.10
2019-04-13T19:48:50Z,1.11,1.10
2019-04-13T19:48:51Z,1.07,1.10
2019-04-13T19:48:52Z,1.07,1.09
2019-04-13T19:48:53Z,1.09,1.09
2019-04-13T19:48:54Z,1.16,1.10
2019-04-13T19:48:55Z,1.11,1.10
2019-04-13T19:48:56Z,1.14,1.11
2019-04-13T19:48:57Z,1.14,1.11
2019-04-13T19:48:58Z,1.14,1.11
2019-04-13T19:48:59Z,1.07,1.11
2019-04-13T19:49:00Z,1.09,1.11
2019-04-13T19:49:01Z,1.04,1.10
2019-04-13T19:49:02Z,1.12,1.10
2019-04-13T19:49:03Z,1.07,1.10
2019-04-13T19:49:04Z,1.07,1.09
2019-04-13T19:49:05Z,1.09,1.09
2019-04-13T19:49:06Z,1.05,1.09
2019-04-13T19:49:07Z,1.09,1.09
2019-04-13T19:49:08Z,1.08,1.09
2019-04-13T19:49:09Z,1.12,1.09
2019-04-13T19:49:10Z,1.07,1.09
2019-04-13T19:49:11Z,1.05,1.09
2019-04-13T19:49:12Z,1.08,1.09
2019-04-13T19:49:13Z,1.12,1.09
2019-04-13T19:49:14Z,1.02,1.08
