2019-04-13T22:12:52Z,0.06,1.45
2019-04-13T22:12:53Z,0.01,1.30
2019-04-13T22:12:54Z,0.01,1.17
2019-04-13T22:12:55Z,-0.00,1.06
2019-04-13T22:12:56Z,-0.02,0.95
2019-04-13T22:12:57Z,-0.03,0.85
2019-04-13T22:12:58Z,-0.03,0.76
2019-04-13T22:12:59Z,-0.03,0.68
2019-04-13T22:13:00Z,-0.04,0.61
2019-04-13T22:13:01Z,-0.04,0.55
2019-04-13T22:13:02Z,-0.04,0.49
2019-04-13T22:13:03Z,-0.05,0.43
2019-04-13T22:13:04Z,-0.05,0.39
2019-04-13T22:13:05Z,-0.05,0.34
2019-04-13T22:13:06Z,-0.05,0.30
2019-04-13T22:13:07Z,-0.04,0.27
2019-04-13T22:13:08Z,-0.05,0.24
2019-04-13T22:13:09Z,-0.05,0.21
2019-04-13T22:13:10Z,-0.05,0.18
2019-04-13T22:13:11Z,-0.04,0.16
2019-04-13T22:13:12Z,-0.05,0.14
2019-04-13T22:13:13Z,-0.06,0.12
2019-04-13T22:13:14Z,-0.06,0.10
2019-04-13T22:13:15Z,-0.06,0.08
2019-04-13T22:13:16Z,-0.06,0.07
2019-04-13T22:13:17Z,-0.06,0.06
2019-04-13T22:13:18Z,-0.06,0.05
2019-04-13T22:13:19Z,-0.06,0.04
2019-04-13T22:13:20Z,-0.06,0.03
2019-04-13T22:13:21Z,-0.06,0.02
2019-04-13T22:13:22Z,-0.06,0.01
2019-04-13T22:13:23Z,-0.06,0.00
2019-04-13T22:13:24Z,-0.06,-0.00
2019-04-13T22:13:25Z,-0.06,-0.01
2019-04-13T22:13:26Z,-0.06,-0.01
2019-04-13T22:13:27Z,-0.07,-0.02
2019-04-13T22:13:28Z,-0.06,-0.02
2019-04-13T22:13:29Z,-0.07,-0.03
2019-04-13T22:13:30Z,-0.06,-0.03
2019-04-13T22:13:31Z,-0.06,-0.04
2019-04-13T22:13:32Z,-0.06,-0.04
2019-04-13T22:13:33Z,-0.05,-0.04
